id,DataBatch,Date,TotalVolume,4046,4225,4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region,AveragePrice
8990,43,2015-03-01,88304.41,26800.27,44707.74,2869.92,13926.48,13805.14,121.34,0.0,conventional,Spokane,1.03
8991,41,2015-03-15,21389.7,13268.66,8105.63,0.0,15.41,15.41,0.0,0.0,organic,SanFrancisco,1.56
8992,36,2016-04-17,12342.22,0.0,263.91,0.0,12078.31,12078.31,0.0,0.0,organic,NorthernNewEngland,1.6
8993,22,2017-07-30,1154233.85,636100.17,259717.64,1707.76,256708.28,169789.71,86836.03,82.54,conventional,DallasFtWorth,1.03
8994,34,2017-05-07,1394126.23,172722.76,386288.18,4161.33,830953.96,489455.97,341497.99,0.0,organic,TotalUS,1.57
8995,29,2016-06-05,1012717.93,152105.91,410451.71,7817.11,442343.2,310881.84,131461.36,0.0,organic,TotalUS,1.43
8996,45,2016-02-14,173980.1,82198.65,38935.77,17174.63,35671.05,27386.88,7182.14,1102.03,conventional,Columbus,0.91
8997,22,2015-07-26,1844887.26,898275.28,576870.99,53882.08,315858.91,292786.5,21669.83,1402.58,conventional,Plains,1.04
8998,5,2017-11-26,10080.77,143.37,3621.34,107.53,6208.53,6069.78,138.75,0.0,organic,RaleighGreensboro,2.18
8999,45,2017-02-19,25338.41,3759.62,4219.62,26.01,17333.16,5968.69,11364.47,0.0,organic,Portland,1.45
9000,44,2017-02-26,12277.49,10.34,263.6,0.0,12003.55,12003.55,0.0,0.0,organic,NorthernNewEngland,1.85
9001,27,2015-06-21,265555.66,2552.14,167585.16,32903.12,62515.24,53623.47,4943.16,3948.61,conventional,GrandRapids,0.96
9002,8,2016-10-30,86820.55,25336.21,21347.76,1150.23,38986.35,33736.01,5198.95,51.39,conventional,Pittsburgh,1.25
9003,45,2017-02-19,241012.17,68120.76,90486.17,3142.36,79262.88,78087.14,1175.74,0.0,conventional,RichmondNorfolk,1.18
9004,12,2017-10-08,2063573.51,419515.35,658131.8,166808.35,819118.01,531466.43,263131.15,24520.43,conventional,GreatLakes,1.98
9005,42,2017-03-12,17226.14,991.9,9806.6,4.96,6422.68,2359.56,4063.12,0.0,organic,SanDiego,1.72
9006,32,2016-05-15,952354.86,159348.75,252574.36,39117.61,501314.14,71486.17,427648.8,2179.17,conventional,Denver,0.9
9007,39,2017-04-02,13640.21,128.73,364.3,0.0,13147.18,13147.18,0.0,0.0,organic,NorthernNewEngland,1.82
9008,29,2016-06-05,1829.78,0.0,1431.5,0.0,398.28,373.33,24.95,0.0,organic,Boise,1.65
9009,4,2015-11-29,20992.27,964.58,9321.52,8.34,10697.83,55.39,10642.44,0.0,organic,Portland,1.38
9010,7,2015-11-08,17886.78,1285.58,16543.45,0.0,57.75,51.08,6.67,0.0,organic,SanFrancisco,1.98
9011,32,2015-05-17,3850.2,39.57,251.83,8.35,3550.45,3550.45,0.0,0.0,organic,HarrisburgScranton,1.88
9012,34,2015-05-03,85466.99,66880.12,7942.34,4289.72,6354.81,6349.93,0.0,4.88,conventional,Boise,1.0
9013,27,2015-06-21,31954.94,9953.25,2917.93,21.75,19062.01,740.07,18321.94,0.0,organic,Denver,1.43
9014,51,2015-01-04,221086.46,53316.16,72178.46,39928.01,55663.83,44040.64,11623.19,0.0,conventional,RaleighGreensboro,1.2
9015,10,2016-10-16,523682.5,52200.02,324240.53,75841.97,71399.98,61522.13,1047.85,8830.0,conventional,Chicago,1.8
9016,49,2017-01-22,13492.85,2.54,185.06,0.0,13305.25,13305.25,0.0,0.0,organic,NorthernNewEngland,1.89
9017,23,2016-07-17,284925.7,141466.9,40877.52,271.3,102309.98,86821.17,13213.81,2275.0,conventional,NewOrleansMobile,1.09
9018,33,2015-05-10,2118593.92,27734.02,1711900.09,4590.52,374369.29,316975.34,57393.95,0.0,conventional,NewYork,1.22
9019,43,2016-02-28,4454.16,619.3,1867.21,306.69,1660.96,1645.23,15.73,0.0,organic,SouthCarolina,1.67
9020,4,2016-11-27,7148.3,46.61,3046.39,2.74,4052.56,4006.86,45.7,0.0,organic,HartfordSpringfield,2.67
9021,47,2015-02-01,7665.7,1565.49,4210.72,0.0,1889.49,1133.33,756.16,0.0,organic,Atlanta,1.44
9022,3,2018-03-04,934460.44,192776.45,258652.66,15526.86,467504.47,137337.91,330166.56,0.0,conventional,Denver,1.01
9023,43,2017-03-05,68078.93,959.06,14930.47,15.44,52173.96,601.07,51572.89,0.0,organic,Seattle,0.99
9024,25,2017-07-09,3491991.63,1930025.72,485914.34,4529.63,1071521.94,636669.38,342065.06,92787.5,conventional,Southeast,1.32
9025,7,2015-11-08,4144.82,443.1,2827.56,0.0,874.16,413.97,460.19,0.0,organic,Columbus,1.4
9026,5,2018-02-18,179193.25,47570.1,13758.25,2239.22,115625.68,76906.83,36898.98,1819.87,conventional,Columbus,1.02
9027,39,2015-03-29,391178.81,110809.75,203705.17,13740.39,62923.5,62884.77,38.73,0.0,conventional,Sacramento,1.2
9028,27,2016-06-19,28277.44,10059.74,668.96,0.0,17548.74,17132.19,416.55,0.0,organic,DallasFtWorth,1.05
9029,23,2016-07-17,2918.73,6.67,1366.68,0.0,1545.38,210.0,1335.38,0.0,organic,Louisville,1.26
9030,30,2016-05-29,39722.85,625.03,30792.23,27.93,8277.66,478.03,7799.63,0.0,organic,Seattle,1.62
9031,1,2015-12-20,5230.35,1228.13,866.31,8.84,3127.07,47.86,3079.21,0.0,organic,StLouis,1.34
9032,5,2015-11-22,3609.47,54.55,2599.95,278.44,676.53,596.67,79.86,0.0,organic,RichmondNorfolk,1.65
9033,4,2016-11-27,17342.81,198.25,4476.76,0.0,12667.8,506.67,12161.13,0.0,organic,CincinnatiDayton,0.79
9034,10,2016-10-16,2442981.97,642844.77,921533.78,76681.49,801921.93,673260.91,128075.74,585.28,conventional,Midsouth,1.4
9035,39,2015-03-29,35121.94,13962.42,12697.51,0.0,8462.01,8462.01,0.0,0.0,organic,LosAngeles,1.42
9036,51,2016-01-03,332971.8,103710.64,138142.95,15505.49,75612.72,36619.05,38993.67,0.0,conventional,LasVegas,0.8
9037,2,2018-03-11,304701.2,136420.81,11461.07,366.73,156452.59,129994.08,24769.62,1688.89,conventional,Nashville,0.94
9038,34,2015-05-03,50591.38,634.61,24201.46,18.81,25736.5,25405.7,330.8,0.0,conventional,Syracuse,1.4
9039,19,2017-08-20,11021.67,2571.39,4024.95,0.0,4425.33,4373.91,51.42,0.0,organic,PhoenixTucson,2.19
9040,9,2015-10-25,77066.63,9037.35,54687.19,108.75,13233.34,7451.64,5781.7,0.0,organic,GreatLakes,1.58
9041,27,2016-06-19,4509.52,248.19,1839.21,0.0,2422.12,1186.19,1235.93,0.0,organic,Indianapolis,1.37
9042,36,2015-04-19,1366844.88,1097285.22,164460.99,7534.3,97564.37,44646.67,52917.7,0.0,conventional,PhoenixTucson,0.51
9043,31,2017-05-28,165718.77,1824.13,70747.33,36364.98,56782.33,41977.67,6300.99,8503.67,conventional,GrandRapids,1.85
9044,49,2015-01-18,401331.33,4383.76,287778.52,132.53,109036.52,108668.74,367.78,0.0,conventional,Boston,1.23
9045,9,2018-01-21,12112.82,2178.78,1901.41,0.0,8032.63,8031.33,1.3,0.0,organic,PhoenixTucson,1.78
9046,42,2016-03-06,19464.82,7164.37,560.17,0.0,11740.28,9961.79,1778.49,0.0,organic,DallasFtWorth,1.15
9047,10,2015-10-18,4679.4,660.38,2930.12,0.0,1088.9,930.0,158.9,0.0,organic,Nashville,1.66
9048,11,2016-10-09,5962.78,1749.69,2997.36,0.0,1215.73,1109.07,106.66,0.0,organic,PhoenixTucson,2.4
9049,33,2016-05-08,334121.64,89111.96,158033.71,6247.53,80728.44,78934.29,1724.92,69.23,conventional,RichmondNorfolk,0.9
9050,27,2017-06-25,167931.62,23367.89,53252.13,0.0,91311.6,89270.67,2040.93,0.0,organic,California,1.66
9051,4,2018-02-25,263363.41,59106.97,31605.03,9097.03,163554.38,135219.03,24337.13,3998.22,conventional,CincinnatiDayton,1.03
9052,4,2016-11-27,455469.67,86311.53,131940.87,14113.35,223103.92,81706.03,141397.89,0.0,conventional,Denver,1.3
9053,41,2016-03-13,33409.96,7270.09,12040.43,2080.55,12018.89,10528.46,1490.43,0.0,organic,NewYork,1.96
9054,0,2017-12-31,614950.95,93210.19,250586.4,16024.9,255129.46,204432.64,50366.11,330.71,conventional,Portland,0.89
9055,3,2017-12-10,5703.21,93.53,721.9,0.0,4887.78,4884.45,3.33,0.0,organic,Orlando,1.6
9056,7,2016-11-06,14545.51,391.89,5050.9,0.0,9102.72,35.55,9067.17,0.0,organic,Nashville,0.88
9057,34,2017-05-07,423839.41,261367.48,53102.06,220.92,109148.95,86740.85,17223.1,5185.0,conventional,NewOrleansMobile,1.02
9058,29,2015-06-07,3602112.79,689242.14,1723625.04,447117.42,742128.19,584086.31,122232.65,35809.23,conventional,GreatLakes,1.13
9059,2,2017-12-17,252754.61,27144.23,47290.74,92.17,178227.47,117225.16,60883.34,118.97,organic,West,1.49
9060,46,2015-02-08,2734006.98,732854.05,1222159.62,159491.59,619501.72,543231.71,75649.4,620.61,conventional,Midsouth,1.06
9061,47,2016-01-31,772077.2,108929.21,269687.52,5515.91,387944.56,204288.83,183655.73,0.0,organic,TotalUS,1.43
9062,31,2016-05-22,12266.68,222.72,3750.64,0.0,8293.32,1445.87,6847.45,0.0,organic,Roanoke,0.79
9063,13,2017-10-01,3769.02,207.39,135.26,0.0,3426.37,3269.44,156.93,0.0,organic,NewOrleansMobile,1.97
9064,12,2016-10-02,672759.7,78716.77,381624.67,19492.51,192925.75,190861.05,1423.03,641.67,conventional,BaltimoreWashington,1.66
9065,1,2016-12-18,1106.24,11.28,106.56,0.0,988.4,988.4,0.0,0.0,organic,Syracuse,1.63
9066,3,2017-12-10,6765.28,1703.63,2659.43,0.0,2402.22,2395.55,6.67,0.0,organic,Sacramento,1.75
9067,9,2016-10-23,10574.95,673.64,3073.84,0.0,6827.47,1765.71,5061.76,0.0,organic,Columbus,1.18
9068,37,2015-04-12,32046401.64,14793354.18,11210544.11,807942.41,5234560.94,4400469.38,826567.05,7524.51,conventional,TotalUS,1.02
9069,42,2015-03-08,805731.03,568182.3,137012.17,12344.54,88192.02,85848.21,2343.81,0.0,conventional,WestTexNewMexico,0.73
9070,43,2017-03-05,431348.55,162323.0,212458.59,5241.72,51325.24,50741.89,393.58,189.77,conventional,Sacramento,1.32
9071,19,2017-08-20,5653429.62,1886625.76,1346579.44,101128.66,2319095.76,1219038.28,1090563.92,9493.56,conventional,West,1.3
9072,33,2016-05-08,85623.78,1143.94,51234.94,411.23,32833.67,32833.67,0.0,0.0,conventional,Syracuse,1.23
9073,34,2015-05-03,1310364.67,237060.7,975141.69,32834.29,65327.99,64042.6,971.5,313.89,conventional,SanFrancisco,1.0
9074,25,2017-07-09,343076.46,207541.44,33999.04,126.06,101409.92,58274.75,31959.89,11175.28,conventional,Orlando,1.4
9075,44,2015-02-15,7309.84,2095.43,2610.02,0.0,2604.39,2604.39,0.0,0.0,organic,WestTexNewMexico,1.7
9076,5,2015-11-22,24095.66,716.68,23255.65,0.0,123.33,120.0,3.33,0.0,organic,Chicago,1.57
9077,24,2017-07-16,4968.49,191.79,1118.94,0.0,3657.76,3651.1,6.66,0.0,organic,Orlando,1.86
9078,27,2017-06-25,25446.92,4521.58,3679.04,27.25,17219.05,3967.53,13251.52,0.0,organic,Denver,1.17
9079,16,2017-09-10,66479.27,36441.41,2816.58,6160.18,21061.1,13679.37,7241.83,139.9,conventional,Boise,1.76
9080,41,2015-03-15,252527.34,66629.12,71027.65,46569.19,68301.38,68114.58,186.8,0.0,conventional,RaleighGreensboro,1.18
9081,28,2017-06-18,260893.43,108420.61,33689.09,143.44,118640.29,105965.4,10905.92,1768.97,conventional,Nashville,1.0
9082,49,2017-01-22,155424.95,63018.91,8315.4,105.28,83985.36,54350.1,29635.26,0.0,conventional,StLouis,1.14
9083,32,2017-05-21,21857.76,1307.02,7474.67,0.0,13076.07,1010.73,12065.34,0.0,organic,Atlanta,1.38
9084,11,2017-10-15,72393.25,1416.56,16951.37,118.81,53906.51,49798.36,4108.15,0.0,organic,Southeast,1.99
9085,24,2015-07-12,738933.68,123673.43,423853.38,22068.15,169338.72,66816.09,101611.95,910.68,conventional,Denver,1.18
9086,49,2016-01-17,10926.61,6758.37,1863.82,0.0,2304.42,2242.02,62.4,0.0,organic,PhoenixTucson,1.46
9087,16,2017-09-10,362581.9,266569.88,34078.89,155.17,61777.96,34614.01,23940.62,3223.33,conventional,MiamiFtLauderdale,1.81
9088,23,2017-07-23,455369.95,190512.25,135877.1,19475.81,109504.79,101991.15,4401.18,3112.46,conventional,SanDiego,1.46
9089,39,2015-03-29,3330.37,527.3,19.22,0.0,2783.85,2783.85,0.0,0.0,organic,NewOrleansMobile,1.57
9090,14,2015-09-20,1843.74,25.17,1.32,0.0,1817.25,1817.25,0.0,0.0,organic,MiamiFtLauderdale,1.47
9091,39,2017-04-02,3166.23,0.0,1676.19,0.0,1490.04,390.0,1100.04,0.0,organic,Louisville,1.38
9092,46,2016-02-07,917660.79,212980.89,302238.82,23694.84,378746.24,292228.73,86517.51,0.0,conventional,SanDiego,0.61
9093,38,2017-04-09,8814.73,247.84,5759.67,705.1,2102.12,1909.12,193.0,0.0,organic,Charlotte,2.02
9094,41,2016-03-13,4713935.35,122581.78,3460335.94,111254.96,1019762.67,958452.62,61310.05,0.0,conventional,Northeast,1.13
9095,14,2016-09-18,7095.5,1674.83,5064.47,2.65,353.55,343.55,10.0,0.0,organic,Sacramento,2.17
9096,30,2017-06-04,11171.92,863.87,269.83,16.96,10021.26,9961.14,60.12,0.0,organic,HarrisburgScranton,2.04
9097,42,2017-03-12,239083.77,145739.86,25219.09,271.03,67853.79,51341.55,9832.24,6680.0,conventional,NewOrleansMobile,1.32
9098,38,2016-04-03,12140.52,348.81,8344.35,0.0,3447.36,580.0,2867.36,0.0,organic,CincinnatiDayton,1.3
9099,44,2017-02-26,105023.56,31701.22,5199.76,11562.8,56559.78,38256.67,18258.12,44.99,conventional,Boise,0.91
9100,37,2015-04-12,29548.36,12145.45,11195.55,992.48,5214.88,4845.77,369.11,0.0,organic,Southeast,1.82
9101,22,2017-07-30,3374.92,127.96,1619.38,0.0,1627.58,587.08,1040.5,0.0,organic,Spokane,2.38
9102,8,2015-11-01,647789.17,113380.29,262559.59,6583.03,265266.26,139244.36,126021.9,0.0,organic,TotalUS,1.47
9103,4,2018-02-25,97120.83,21800.62,24410.77,555.0,50354.44,21906.42,28350.8,97.22,conventional,Spokane,1.16
9104,19,2017-08-20,21150.35,7818.39,694.46,0.0,12637.5,12022.52,614.98,0.0,organic,DallasFtWorth,1.8
9105,14,2015-09-20,4759791.13,1702965.49,2230693.51,273922.36,552209.77,529779.37,17303.91,5126.49,conventional,California,1.14
9106,48,2017-01-29,10053.43,131.99,4705.7,520.72,4695.02,4139.08,555.94,0.0,organic,Charlotte,1.5
9107,44,2017-02-26,325905.13,97278.06,57129.17,7364.63,164133.27,55239.96,108893.31,0.0,conventional,LasVegas,0.89
9108,41,2015-03-15,140487.57,4942.49,88080.11,5551.28,41913.69,24140.96,16954.05,818.68,conventional,Indianapolis,1.21
9109,15,2016-09-11,165386.89,12483.37,42591.1,429.8,109882.62,108494.91,1387.71,0.0,organic,Northeast,1.95
9110,7,2015-11-08,10027.49,6028.94,83.94,0.0,3914.61,3914.61,0.0,0.0,organic,Houston,1.44
9111,36,2017-04-23,1776220.69,665435.93,352920.48,5646.02,752218.26,224693.22,527525.04,0.0,conventional,Houston,0.68
9112,24,2015-07-12,4999.62,1393.67,3460.14,0.0,145.81,103.93,41.88,0.0,organic,LasVegas,2.09
9113,8,2017-11-05,27824.19,1836.45,3409.48,0.0,22578.26,22517.97,60.29,0.0,organic,Philadelphia,1.7
9114,12,2017-10-08,15900.88,1108.27,24.83,0.0,14767.78,14761.11,6.67,0.0,organic,Pittsburgh,1.35
9115,13,2017-10-01,250057.54,6770.97,189987.47,76.86,53222.24,51546.23,1676.01,0.0,conventional,HartfordSpringfield,1.6
9116,22,2015-07-26,2664424.22,531729.96,1239353.81,199553.32,693787.13,638982.26,53809.21,995.66,conventional,Midsouth,1.15
9117,11,2017-10-15,3288.85,125.79,659.65,0.0,2503.41,1736.66,766.75,0.0,organic,Tampa,2.7
9118,25,2016-07-03,14709.87,16.98,444.06,0.0,14248.83,12451.45,1797.38,0.0,organic,Boston,1.61
9119,30,2017-06-04,757909.72,62567.13,482039.31,7375.87,205927.41,201471.9,2167.18,2288.33,conventional,BaltimoreWashington,1.8
9120,23,2017-07-23,21137.13,231.9,221.59,23.38,20660.26,20656.93,3.33,0.0,organic,HarrisburgScranton,1.43
9121,4,2018-02-25,277107.48,75032.02,85267.7,1914.32,114893.44,98624.54,15568.9,700.0,conventional,RichmondNorfolk,1.13
9122,29,2016-06-05,284148.54,69394.57,10226.94,90.92,204436.11,170177.69,19377.27,14881.15,conventional,StLouis,0.83
9123,34,2015-05-03,781496.4,182975.49,485743.46,14810.14,97967.31,45163.77,52803.54,0.0,conventional,Denver,1.01
9124,13,2015-09-27,2390611.02,479660.47,1206766.08,274903.15,429281.32,383854.11,43807.49,1619.72,conventional,Midsouth,1.11
9125,15,2015-09-13,95230.68,34760.74,54821.89,0.0,5648.05,5608.05,40.0,0.0,organic,California,1.97
9126,24,2016-07-10,10301.6,1248.06,4556.18,24.96,4472.4,4062.63,409.77,0.0,organic,Philadelphia,2.15
9127,3,2017-12-10,100072.52,6065.04,37048.51,147.89,56811.08,26607.95,30198.81,4.32,conventional,Louisville,1.01
9128,47,2016-01-31,219443.76,79030.8,33529.73,14.01,106869.22,68748.3,38112.15,8.77,conventional,StLouis,1.01
9129,2,2018-03-11,4790.07,307.23,1845.22,0.0,2637.62,1042.98,1594.64,0.0,organic,Spokane,1.72
9130,40,2016-03-20,123442.1,1893.15,76888.63,6365.83,38294.49,12950.94,23671.52,1672.03,conventional,Louisville,0.95
9131,42,2017-03-12,5208101.86,1871004.41,1577127.23,156629.51,1603340.71,1528139.92,7223.59,67977.2,conventional,California,1.31
9132,17,2017-09-03,8230.33,2654.23,3298.64,0.0,2277.46,2277.46,0.0,0.0,organic,Sacramento,2.15
9133,2,2017-12-17,15409.21,1314.05,2079.36,0.0,12015.8,11964.2,51.6,0.0,organic,WestTexNewMexico,1.78
9134,3,2016-12-04,17934.25,7263.87,7440.44,0.0,3229.94,3217.12,12.82,0.0,organic,SanFrancisco,2.67
9135,52,2017-01-01,578061.29,202816.81,150261.06,71.05,224912.37,87852.78,137059.59,0.0,conventional,Tampa,0.93
9136,9,2018-01-21,591211.37,160917.18,362263.89,1136.97,66893.33,60172.16,1674.44,5046.73,conventional,Sacramento,1.15
9137,34,2017-05-07,726726.65,377225.07,72058.11,248.63,277194.84,148163.73,121006.86,8024.25,conventional,Atlanta,1.1
9138,16,2017-09-10,56583.1,1504.55,16919.57,24.03,38117.92,19391.33,18726.59,0.0,organic,Plains,2.09
9139,16,2016-09-04,1933628.13,931227.39,541981.42,6177.12,454242.2,409642.51,30741.42,13858.27,conventional,Plains,1.1
9140,16,2015-08-30,11459.06,4328.13,3911.96,0.0,3218.97,2383.33,835.64,0.0,organic,WestTexNewMexico,1.69
9141,13,2016-09-25,21280.92,1004.39,17080.28,0.0,3196.25,3172.92,23.33,0.0,organic,SanFrancisco,2.35
9142,42,2017-03-12,3740.93,1292.48,144.78,0.0,2303.67,761.11,1542.56,0.0,organic,Orlando,2.2
9143,33,2017-05-14,12456.71,310.12,4316.89,4.13,7825.57,7825.57,0.0,0.0,organic,HartfordSpringfield,2.58
9144,2,2015-12-13,51913.12,8067.97,13612.91,0.0,30232.24,21066.55,9165.69,0.0,organic,LosAngeles,1.14
9145,15,2016-09-11,150295.99,70095.71,23109.94,148.82,56941.52,22375.81,34565.71,0.0,conventional,Jacksonville,1.1
9146,24,2015-07-12,2652480.7,1707544.28,548712.47,83398.45,312825.5,298568.77,11398.26,2858.47,conventional,LosAngeles,1.03
9147,2,2016-12-11,86740.86,2260.62,30602.77,1559.35,52318.12,30817.33,21500.79,0.0,organic,Midsouth,1.46
9148,19,2015-08-16,69798.09,1230.78,45937.58,258.0,22371.73,22371.73,0.0,0.0,conventional,BuffaloRochester,1.5
9149,7,2016-11-06,215345.69,79225.25,42184.25,25755.21,68180.98,66193.2,1987.78,0.0,conventional,RaleighGreensboro,1.53
9150,30,2016-05-29,19412.28,634.9,11896.25,0.0,6881.13,622.9,6258.23,0.0,organic,Detroit,1.41
9151,14,2016-09-18,288857.14,6195.29,112907.19,1335.29,168419.37,30495.85,137923.52,0.0,conventional,CincinnatiDayton,0.96
9152,9,2016-10-23,8896.5,1009.65,87.95,0.0,7798.9,7224.88,574.02,0.0,organic,Pittsburgh,1.52
9153,10,2018-01-14,369628.1,94963.97,60826.16,13812.28,200025.69,162745.09,36032.53,1248.07,conventional,Detroit,1.18
9154,13,2017-10-01,31903.97,61.05,25186.76,0.0,6656.16,6656.16,0.0,0.0,organic,Chicago,1.84
9155,5,2017-11-26,54681.0,28307.0,1707.0,5116.0,19551.0,14540.0,4914.0,96.0,conventional,Boise,1.44
9156,42,2016-03-06,769499.11,93795.79,207462.92,32885.82,435354.58,434179.72,841.99,332.87,conventional,Portland,0.83
9157,20,2016-08-07,9649.24,3640.62,3890.21,0.0,2118.41,434.11,1684.3,0.0,organic,PhoenixTucson,2.13
9158,39,2017-04-02,23747.19,12593.83,1272.81,0.0,9880.55,9589.23,291.32,0.0,organic,DallasFtWorth,1.41
9159,6,2016-11-13,6026.15,1981.78,3036.85,0.0,1007.52,998.68,8.84,0.0,organic,Sacramento,2.65
9160,25,2016-07-03,307215.96,64011.81,107878.42,44752.61,90573.12,79393.97,1461.37,9717.78,conventional,RaleighGreensboro,1.14
9161,46,2015-02-08,268195.87,129910.26,35996.84,40515.81,61772.96,57777.05,1023.87,2972.04,conventional,Detroit,1.11
9162,46,2016-02-07,3999.51,499.69,2482.27,2.16,1015.39,161.58,853.81,0.0,organic,Columbus,1.31
9163,6,2018-02-11,8863.94,115.82,1767.7,0.0,6980.42,5962.17,1018.25,0.0,organic,Roanoke,1.44
9164,9,2018-01-21,22101.1,4.0,664.79,0.0,21432.31,21432.31,0.0,0.0,organic,NorthernNewEngland,1.59
9165,20,2015-08-09,3813.54,610.36,1768.29,661.17,773.72,707.3,66.42,0.0,organic,SouthCarolina,2.0
9166,26,2015-06-28,159981.66,90881.66,19436.14,8297.63,41366.23,36900.28,3662.58,803.37,conventional,Nashville,1.06
9167,2,2018-03-11,236822.98,32765.76,83573.0,0.0,120484.22,120465.39,18.83,0.0,organic,California,1.58
9168,4,2016-11-27,265590.66,92933.81,61345.38,41.71,111269.76,52267.61,59002.15,0.0,conventional,Tampa,1.45
9169,42,2017-03-12,5316530.73,3199639.83,870253.1,138376.81,1108260.99,1040138.95,52798.3,15323.74,conventional,SouthCentral,0.93
9170,0,2015-12-27,123669.89,79508.7,8706.29,4748.08,30706.82,23563.06,7140.43,3.33,conventional,Nashville,0.96
9171,23,2015-07-19,77503.36,5812.67,44739.72,4934.99,22015.98,13721.17,7346.56,948.25,conventional,Louisville,1.08
9172,28,2016-06-12,293811.97,143222.68,64910.71,142.01,85536.57,44014.87,32645.03,8876.67,conventional,Orlando,1.24
9173,32,2015-05-17,164076.81,18666.08,89510.92,16162.78,39737.03,21260.58,16314.28,2162.17,conventional,Indianapolis,1.26
9174,24,2016-07-10,995347.5,485473.19,213070.45,11651.42,285152.44,149012.51,135677.43,462.5,conventional,PhoenixTucson,0.89
9175,29,2015-06-07,2299.74,14.16,972.02,0.0,1313.56,437.41,876.15,0.0,organic,Louisville,1.24
9176,46,2016-02-07,37624.17,3285.43,17837.59,3581.64,12919.51,8836.54,4082.97,0.0,organic,Plains,1.57
9177,4,2015-11-29,507830.81,79215.51,208733.32,3749.48,216132.5,91658.24,124474.26,0.0,organic,TotalUS,1.5
9178,8,2015-11-01,1906.4,179.56,1061.64,0.0,665.2,276.67,388.53,0.0,organic,Indianapolis,1.55
9179,24,2015-07-12,320934.33,143217.29,81353.84,17190.82,79172.38,73161.82,5916.12,94.44,conventional,SouthCarolina,1.14
9180,32,2016-05-15,47778.34,5526.42,23572.79,2753.86,15925.27,9033.29,6891.98,0.0,organic,Plains,1.65
9181,44,2016-02-21,1006181.04,543538.14,221807.33,70976.84,169858.73,151328.72,18486.45,43.56,conventional,DallasFtWorth,0.83
9182,31,2015-05-24,5903596.18,3794422.74,1434383.77,38143.15,636646.52,545155.31,91459.59,31.62,conventional,SouthCentral,0.83
9183,22,2017-07-30,154896.27,66450.58,19148.7,157.76,69139.23,62761.15,4260.8,2117.28,conventional,StLouis,1.52
9184,51,2017-01-08,47556.69,3790.24,6998.59,14.77,36753.09,279.31,36473.78,0.0,organic,Portland,1.01
9185,29,2015-06-07,79733.85,40534.99,26271.71,3744.52,9182.63,9182.63,0.0,0.0,conventional,Spokane,1.19
9186,5,2015-11-22,83963.95,28956.02,29324.32,163.5,25520.11,25520.11,0.0,0.0,conventional,Roanoke,1.0
9187,5,2018-02-18,5389.68,149.89,1094.56,2.62,4142.61,2283.94,1858.67,0.0,organic,Jacksonville,1.89
9188,48,2015-01-25,54932.83,11160.54,26029.58,3297.83,14444.88,11428.78,3016.1,0.0,organic,Midsouth,1.63
9189,41,2015-03-15,210124.43,66591.48,87711.9,11621.92,44199.13,44199.13,0.0,0.0,conventional,RichmondNorfolk,1.16
9190,14,2016-09-18,3442454.03,409569.22,1938470.57,17881.0,1076533.24,1009926.82,66387.53,218.89,conventional,Northeast,1.45
9191,32,2016-05-15,4324700.33,541979.64,2165410.51,491344.53,1125965.65,774859.17,273929.8,77176.68,conventional,GreatLakes,0.91
9192,30,2017-06-04,261051.5,68705.59,108536.25,2472.06,81337.6,77842.84,1729.76,1765.0,conventional,RichmondNorfolk,1.38
9193,38,2017-04-09,201552.43,4791.02,90048.62,0.0,106712.79,28412.98,78299.81,0.0,organic,GreatLakes,1.36
9194,19,2016-08-14,3017.94,0.0,2276.44,0.0,741.5,300.0,441.5,0.0,organic,Louisville,1.59
9195,7,2016-11-06,6815.62,1815.17,3164.88,0.0,1835.57,1827.56,8.01,0.0,organic,LasVegas,1.94
9196,18,2015-08-23,5916.44,98.11,3358.92,451.81,2007.6,1550.0,457.6,0.0,organic,RichmondNorfolk,1.74
9197,2,2016-12-11,26530.99,382.04,8657.16,1.31,17490.48,555.46,16935.02,0.0,organic,Seattle,1.54
9198,6,2015-11-15,224373.12,116059.4,61600.25,11569.87,35143.6,29409.04,5734.56,0.0,conventional,SouthCarolina,1.07
9199,44,2017-02-26,88371.09,3190.28,73959.76,71.2,11149.85,10910.4,239.45,0.0,conventional,Albany,1.4
9200,6,2018-02-11,900558.38,112222.95,545365.67,4700.52,238269.24,233808.41,4287.5,173.33,conventional,BaltimoreWashington,1.41
9201,39,2016-03-27,189944.6,32857.85,90916.21,15518.85,50651.69,45385.09,5266.6,0.0,conventional,Charlotte,1.14
9202,36,2015-04-19,389414.29,16585.73,242740.8,1309.62,128778.14,110321.07,18457.07,0.0,conventional,Philadelphia,1.43
9203,47,2015-01-25,7324.06,1934.46,3032.72,0.0,2356.88,2320.0,36.88,0.0,organic,WestTexNewMexico,1.63
9204,6,2017-11-19,7918.52,7.04,3853.79,131.39,3926.3,3802.47,123.83,0.0,organic,Charlotte,2.13
9205,47,2016-01-31,3829.49,354.19,1734.77,630.53,1110.0,1110.0,0.0,0.0,organic,Charlotte,1.75
9206,24,2017-07-16,75021.72,10041.65,24449.24,0.0,40530.83,40510.47,20.36,0.0,organic,LosAngeles,2.02
